"bank_name","bank_code","branches__branch_code","branches__branch_name"
"","","003","Nkrumah Road Branch/mombasa"
"","","004","Kisumu Branch"
"","","005","Eldoret Branch"
"","","006","Meru Branch"
"","","007","Libra House"
"","","008","Nakuru"
"","","101","Central Operations 1"
"","","102","Central Operations 2"
"","","103","Central Operations 3"
"","","104","Central Operations 4"
"","","105","Central Operations 5"
"ECO Bank Kenya LTD","43","030","Fortis Office Park"
"","","000","Fedha Branch , Head Office"
"","","001","Moi Avenue Nairobi"
"","","002","Akiba Hse Mombasa"
"","","003","Plaza 2000"
"","","004","Westminister"
"","","005","Chambers"
"","","006","Thika"
"","","018","Busia"
"","","019","Malindi"
"","","020","Meru"
"","","021","Gikomba"
"","","022","UpperHill"
"","","023","Valley Arcade"
"","","024","Karen"
"","","025","Nyali Mombasa"
"","","026","Ongata Rongai"
"","","027","Embakasi"
"","","028","Kitengela"
"","","029","Thika Mall"
"","","100","Head Office"
"","","007","Eldoret"
"","","008","Kisumu"
"","","009","Kisii"
"","","010","Kitale"
"","","011","Industrial Area"
"","","012","Karatina"
"","","013","Westlands"
"","","014","United Mall"
"","","015","Nakuru"
"","","016","Jomo Kenyatta Avenue"
"","","017","Nyeri"
"Spire Bank","49","017","Machakos"
"","","000","Nairobi"
"","","001","Nyerere"
"","","002","Mombasa"
"","","004","Mombasa Road"
"","","005","Chester"
"","","007","Waiyaki Way"
"","","008","Kakamega"
"","","009","Eldoret"
"","","010","Senator Cards"
"","","011","Nyali"
"","","012","Kisumu"
"","","013","Industrial Area"
"","","015","Nakuru"
"","","016","Ongata Rongai"
"Paramount Bank Limited","50","001","Westlands"
"","","002","Parklands"
"","","003","Koinange Street"
"","","004","Mombasa"
"","","006","Eldoret"
"","","007","Industrial Area"
"","","008","Kisumu"
"","","000","Head Office"
"Kingdom Bank Limited","51","409","Kisii"
"","","502","Ongata Rongai"
"","","503","Kitengela"
"","","507","Nakuru"
"","","603","Mombasa"
"","","000","Head Office"
"","","001","Koinange Street"
"","","100","Kiongozi"
"","","101","Kayole"
"","","102","Eastleigh"
"","","105","Kawangware"
"","","106","Kibera"
"","","107","Kariobangi"
"","","114","Funzi Road"
"","","115","Ngong Road"
"","","116","Kirinyaga Road"
"","","209","Machakos"
"","","210","Mtwapa"
"","","213","Kiritiri"
"","","301","Thika"
"","","303","Muranga"
"","","305","Wangige"
"","","306","Kikuyu"
"","","307","Banana"
"","","308","Kiambu"
"","","310","Utawala"
"","","316","Nyeri"
"","","402","Kisumu"
"","","318","SACCO Clearing Centre"
"","","111","Central Clearing Center"
"","","401","Eldoret"
"Guaranty Trust Bank ( Kenya) Ltd","53","000","Head Office"
"","","001","Kimathi Street"
"","","002","Ind Area"
"","","003","Westlands"
"","","008","Muthaiga"
"","","009","Nanyuki"
"","","010","Thika"
"","","011","Gikomba"
"","","012","Ngong Road"
"","","013","Meru"
"","","014","Nyali"
"","","015","Sky Park"
"","","016","Karen"
"","","004","Lavington"
"","","005","Nkrumah Road , Mombasa"
"","","006","Nakuru"
"","","007","Eldoret"
"Victoria Commercial Bank","54","004","Ruaraka Branch"
"","","001","Victoria Towers, Upperhill"
"","","002","Riverside Drive"
"","","003","Lunga Lunga Square"
"","","005","Two Rivers"
"Guardian Bank Limited","55","001","Head Office"
"","","002","Westlands"
"","","003","Mombasa"
"","","004","Eldoret"
"","","005","Kisumu"
"","","006","Moi Ave"
"","","007","Mombasa Road"
"","","008","Nyali"
"","","009","Ngong Road"
"","","010","Nakuru"
"I&M BANK (KENYA) LTD","57","036","Spring Valley"
"","","037","Meru"
"","","000","Kenyatta Avenue"
"","","001","2nd Ngong Avenue"
"","","002","Sarit Centre"
"","","003","Head Office"
"","","019","Riverside Drive Branch"
"","","020","Kisii"
"","","021","Changamwe"
"","","022","Malindi"
"","","023","Nyeri"
"","","024","Thika"
"","","025","Gigiri"
"","","026","Mtwapa"
"","","027","Lavington Mall"
"","","028","Kitale"
"","","029","Lunga Lunga"
"","","030","Yaya Centre"
"","","031","Gateway Mall, Syokimau"
"","","032","Ruaraka"
"","","098","Card Center"
"","","004","Biashara St"
"","","005","Nyerere Avenue, Mombasa"
"","","006","Industrial Area"
"","","007","Kisumu"
"","","008","Karen"
"","","009","Panari Centre"
"","","010","Parklands"
"","","011","Wilson Airport"
"","","012","Ongata Rongai"
"","","013","South C Shopping Centre"
"","","014","Nyali Cinemax"
"","","015","Langata Link"
"","","016","Valley Arcade"
"","","017","Eldoret"
"","","018","NAKURU"
"","","034","Cross Road Off River Road"
"","","035","Nanyuki"
"","","038","Eldama Park"
"","","039","Banda Street"
"","","040","Dunga Road"
"","","041","Ridge Court"
"","","042","Bandari Plaza"
"","","043","Mombasa, Moi Avenue"
"Development Bank of Kenya Limited","59","000","Head Office"
"","","001","Loita Street"
"","","002","Ngong Road Branch"
"State Bank of Mauritius Kenya","60","078","Card Centre"
"","","100","Head Office - IPS Clearing Centre"
"","","079","Gikomba Xpress"
"","","081","Jubilee Arcade Branch"
"","","023","Buru Buru"
"","","024","Strathmore"
"","","025","Kisii"
"","","026","Virtual"
"","","027","Rafiki DTM Clearing Center"
"","","028","Chase Xpress - Ngong Road"
"","","029","Chase Elite ABC Place"
"","","030","Sameer Business Park"
"","","031","Mtwapa"
"","","032","Ongata Rongai"
"","","033","Westlands"
"","","034","Machakos"
"","","035","Mombasa Old Town"
"","","036","River Road"
"","","037","Lunga Lunga"
"","","038","Chase Xpress Dagoretti Corner"
"","","039","Chase Xpress Madaraka Corner"
"","","040","Kitale"
"","","041","Kimathi"
"","","042","Narok"
"","","043","SACCO Processing Centre"
"","","044","Garissa"
"","","045","KPA"
"","","046","Lavington"
"","","047","Kericho"
"","","048","Karen"
"","","049","Kilimani"
"","","050","Kasuku Centre"
"","","051","Kilifi"
"","","052","Kisumu Naivas"
"","","053","Ruaka"
"","","054","Garden City"
"","","055","Xpress Jomvu"
"","","056","Xpress Kitengela"
"","","057","Kayole"
"","","058","Xpress Limuru Road"
"","","059","Xpress Pangani"
"","","060","Xpress Nakuru"
"","","061","Xpress Eldoret"
"","","062","Ngong Milele"
"","","063","Corner House"
"","","064","Eastleigh III"
"","","022","Nyali"
"","","000","Head Office"
"","","070","City Centre"
"","","065","Westlands"
"","","066","Industrial Area"
"","","067","Diani"
"","","071","Malindi"
"","","068","Mombasa"
"","","076","Changamwe"
"","","069","Kilimani"
"","","075","New Muthaiga"
"","","072","Nyali"
"","","073","Sameer"
"","","074","Highridge"
"","","077","Garden City"
"","","016","Eldoret"
"","","001","City Centre Branch"
"","","003","Village Market"
"","","004","Mombasa Moi Avenue"
"","","005","Hurlingham"
"","","006","Eastleigh"
"","","007","Parklands"
"","","008","Riverside Mews"
"","","010","Thika"
"","","011","Nakuru"
"","","012","Donholm"
"","","013","Bondeni"
"","","014","Ngara Mini"
"","","015","Kisumu"
"","","017","Diamond Plaza"
"","","018","Windsor"
"","","019","Malindi"
"","","020","Embakasi"
"","","021","Upper Hill"
"Housing Finance Bank","61","024","Machakos"
"","","019","Hurlingham"
"","","020","Riveroad"
"","","250","Ongata Rongai"
"","","022","Nanyuki"
"","","025","Embu"
"","","016","Kitengela"
"","","017","Naivasha"
"","","018","Kisii"
"","","100","Head Office"
"","","200","Rehani House"
"","","210","Kenyatta Market"
"","","220","Gill House"
"","","230","Buru Buru"
"","","260","Thika Road Mall"
"","","270","Sameer Business Park"
"","","280","Westlands"
"","","300","Mombasa"
"","","310","Nyali"
"","","400","Nakuru"
"","","410","Eldoret"
"","","500","Thika"
"","","510","Nyeri"
"","","520","Meru"
"","","600","Kisumu"
"","","023","Komarock"
"Kenya Post Office Savings Bank","62","066","Garissa"
"","","075","Gilgil"
"","","085","Homa Bay"
"","","095","Isiolo"
"","","096","Iten"
"","","100","Kabarnet"
"","","107","Kajiado"
"","","109","Kakamega"
"","","111","Kangundo"
"","","113","Kapenguria"
"","","115","Karuri"
"","","116","Kapsabet"
"","","119","Karatina"
"","","121","Karen"
"","","128","Kericho"
"","","308","Naivasha"
"","","309","Nakuru"
"","","312","Nandi Hills"
"","","314","Nanyuki"
"","","315","Narok"
"","","327","Ngara Rd Nairobi"
"","","329","Ngong"
"","","333","Nyahururu"
"","","341","Nyeri"
"","","001","Head Office"
"","","007","Athi River"
"","","013","Bomet"
"","","023","Bungoma"
"","","025","Busia"
"","","037","Chuka"
"","","047","Eastleigh"
"","","050","Eldama Ravine"
"","","051","Eldoret"
"","","056","Embu"
"","","058","Enterprise Rd"
"","","249","Meru"
"","","272","Molo"
"","","273","Savani Hse Mombasa"
"","","291","Mumias"
"","","293","Muranga"
"","","298","Mwingi"
"","","347","Nyamira"
"","","357","Oyugis"
"","","378","Ruiru"
"","","387","Sare Awendo"
"","","397","Siaya"
"","","409","Suna Migori"
"","","414","Taveta"
"","","416","Thika"
"","","428","Ukunda"
"","","436","Viwandani"
"","","437","Voi"
"","","440","Mwea"
"","","442","Watamu"
"","","444","Webuye"
"","","448","Westlands Nairobi"
"","","476","Emali"
"","","560","Chaani"
"","","592","Uthiru"
"","","605","Canon Hse Nairobi"
"","","705","Afya Hse Nairobi"
"","","707","Githurai"
"","","716","Mtwapa"
"","","731","Moi Ave Mombasa"
"","","133","Keruguya"
"","","135","Keroka"
"","","139","Kahancha"
"","","141","Kiambu"
"","","142","Kibwezi"
"","","151","Kikuyu"
"","","152","Kilifi"
"","","159","Kisii"
"","","161","Kisumu"
"","","163","Kitale"
"","","164","Kitui"
"","","198","Likoni"
"","","199","Limuru"
"","","202","Lodwar"
"","","208","Luanda"
"","","213","Machakos"
"","","222","Matuu"
"","","223","Makueni"
"","","226","Malindi"
"","","228","Mbale"
"","","232","Mariakani"
"","","236","Marsabit"
"","","239","Maua"
"","","746","NACICO Nairobi"
"","","755","Ongata Rongai"
"","","771","Kisauni Mombasa"
"","","782","Mlolongo"
"","","785","Adams Acade Nairobi"
"","","786","Kitengela"
"","","787","Kariobangi"
"","","794","Mbita"
"","","795","Bodo"
"","","796","Maralal"
"","","797","Kawangware"
"Diamond Trust Bank Limited","63","064","Watamu"
"","","065","Riverside"
"","","066","Rivaan Center"
"","","061","Narok"
"","","070","Mwanzi Road"
"","","069","Koinange Street"
"","","071","Enterprise Road"
"","","072","Nkuruma Road Mombasa"
"","","067","Nyeri"
"","","052","DTB Centre"
"","","053","South C"
"","","054","Lavington"
"","","056","Biashara street, Nakuru"
"","","059","Embu"
"","","060","Machakos"
"","","027","Kakamega"
"","","028","Kericho"
"","","029","Upper Hill"
"","","030","Wabera Street"
"","","031","Karen"
"","","032","Voi"
"","","033","Shimanzi"
"","","034","Meru"
"","","035","Diamond Plaza"
"","","036","crossroad"
"","","037","JKIA"
"","","038","Nyali"
"","","039","Migori Branch"
"","","040","Madina Mall"
"","","000","Head Office"
"","","001","Nation Centre"
"","","002","Mombasa"
"","","003","Kisumu"
"","","005","Parklands"
"","","006","Westgate"
"","","008","Mombasa Rd"
"","","009","Ind Area"
"","","010","Kisii"
"","","011","Malindi"
"","","012","Thika"
"","","013","Otc"
"","","041","Courtyard Branch"
"","","042","Mtwapa Branch"
"","","043","Lamu Branch"
"","","044","Kilifi Branch"
"","","045","Mariakani Branch"
"","","046","Thika Road Mall"
"","","047","Ronald Ngala"
"","","048","Busia"
"","","049","West End Mall - Kisumu"
"","","050","Tom Mboya"
"","","077","Imaara Mall"
"","","074","Kahawa Sukari"
"","","076","Kamakis"
"","","080","Greenspan Mall Branch"
"","","079","Likoni Mall Branch"
"","","075","Sarit Centre"
"","","014","Eldoret"
"","","016","Changamwe"
"","","017","T-mall"
"","","018","Nakuru"
"","","019","Village Market"
"","","020","Diani"
"","","021","Bungoma"
"","","022","Kitale"
"","","023","Prestige"
"","","024","Buru Buru"
"","","025","Kitengela"
"","","026","Jomo Kenyatta Branch"
"","","078","Kayole Junction"
"","","081","Kiambu"
"","","083","Kijabe Street"
"","","085","Kenol Branch"
"","","087","Ol-Kalou Branch"
"","","090","Githurai Branch"
"","","082","New Eastleigh Branch"
"","","084","Baba Dogo Branch"
"","","088","Ongata Rongai Branch"
"Mayfair CIB Bank","65","005","Industrial Area Branch"
"","","004","Eldoret Branch"
"","","000","Head Office"
"","","001","Westlands"
"","","002","Mayfair Centre"
"","","003","Nyali"
"","","006","Upperhill"
"Sidian Bank Limited","66","051","Sameer Park"
"","","052","River Road"
"","","053","Two Rivers"
"","","054","The Mall Westlands"
"","","000","Head Office"
"","","001","Main Office"
"","","002","Mombasa"
"","","003","Kenyatta Ave Nbi"
"","","004","Nakuru"
"","","005","Nyeri"
"","","006","Buruburu"
"","","007","Embu"
"","","008","Eldoret"
"","","009","Kisumu"
"","","010","Kericho"
"","","011","Mlolongo"
"","","012","Thika"
"","","013","Kerugoya"
"","","014","Kenyatta Market"
"","","015","Kisii"
"","","016","CHUKA"
"","","017","Kitui"
"","","018","Machakos"
"","","019","Nanyuki"
"","","020","Kangemi"
"","","021","Email"
"","","022","Naivasha"
"","","023","Nyahururu"
"","","024","Isiolo"
"","","025","Meru"
"","","026","Kitale"
"","","027","Kibwezi"
"","","028","Bungoma"
"","","029","Kajiado"
"","","030","Nkubu"
"","","031","Mtwapa"
"","","032","Busia"
"","","033","Moi Nbi"
"","","034","Mwea"
"","","035","Kengeleni"
"","","036","Kilimani"
"","","037","Rongai"
"","","100","Head Office"
"","","058","Gikomba"
"","","059","Kamakis"
"Equity Bank Limited","68","175","Garden City"
"","","178","Wangige Sub Branch"
"","","176","Mlolongo"
"","","177","Embassy House"
"","","180","Kawangware sub Branch"
"","","179","Utawala"
"","","190","Engineer"
"","","191","Njabini"
"","","011","Nyeri"
"","","012","Tom Mboya"
"","","013","Nakuru"
"","","014","Meru"
"","","015","Mama Ngina"
"","","016","Nyahururu"
"","","017","Community"
"","","018","Community Corporate"
"","","019","Embu"
"","","020","Naivasha"
"","","021","Chuka"
"","","084","Eastleigh"
"","","085","Namanga"
"","","086","Kajiado"
"","","087","Ruiru"
"","","088","Otc"
"","","089","Kenol"
"","","090","Tala"
"","","091","Ngara"
"","","092","Nandi Hills"
"","","093","Githunguri"
"","","094","Tea Room"
"","","095","Buru Buru"
"","","096","Mbale"
"","","097","Siaya"
"","","098","Homa Bay"
"","","022","Muranga"
"","","023","Molo"
"","","024","Harambee Avenu"
"","","025","Mombasa"
"","","026","Kimathi Street"
"","","027","Nanyuki"
"","","028","Kericho"
"","","029","Kisumu"
"","","030","Eldoret"
"","","031","Nakuru Kenyatta Avenue"
"","","032","Kariobangi"
"","","033","Kitale"
"","","034","Thika Kenyatta Avenue"
"","","035","Knut House"
"","","036","Narok"
"","","037","Nkubu"
"","","038","Mwea"
"","","039","Matuu"
"","","040","Maua"
"","","041","Isiolo"
"","","042","Kagio"
"","","043","Gikomba"
"","","044","Ukunda"
"","","045","Malindi"
"","","046","Mombasa Digo Road"
"","","047","Moi Avenue"
"","","048","Bungoma"
"","","049","Kapsabet"
"","","050","Kakamega"
"","","051","Kisii"
"","","052","Nyamira"
"","","053","Litein"
"","","054","Equity Centre Diaspora"
"","","055","Westlands"
"","","056","Industrial Area Kenpipe Plaza"
"","","057","Kikuyu"
"","","058","Garissa"
"","","059","Mwingi"
"","","060","Machakos"
"","","061","Ongata Rongai"
"","","062","Ol-kalao"
"","","063","Kawangware"
"","","064","Kiambu"
"","","065","Kayole"
"","","066","Gatundu"
"","","067","Wote"
"","","068","Mumias"
"","","069","Limuru"
"","","070","Kitengela"
"","","071","Githurai"
"","","072","Kitui"
"","","073","Ngong"
"","","074","Loitoktok"
"","","075","Bondo"
"","","076","Mbita"
"","","077","Gilgil"
"","","078","Busia"
"","","079","Voi"
"","","080","Enterprise Road"
"","","081","Equity Centre"
"","","082","Donholm"
"","","083","Mukurwe-ini"
"","","006","Murarandia"
"","","007","Kangari"
"","","008","Othaya"
"","","009","Thika / Equity Plaza"
"","","010","Kerugoya"
"","","116","Migori"
"","","117","Kibera"
"","","118","Kasarani"
"","","119","Mtwapa"
"","","120","Changamwe"
"","","121","Hola"
"","","122","Bomet"
"","","123","Kilgoris"
"","","124","Keroka"
"","","125","KAREN"
"","","126","KISUMU ANGAWA AVE"
"","","127","MPEKETONI"
"","","128","NAIROBI WEST"
"","","129","KENYATTA AVENUE"
"","","130","City Hall"
"","","131","Eldama Ravine"
"","","132","Embakasi"
"","","133","KPCU"
"","","134","Ridgeways"
"","","135","Runyenjes Sub Branch"
"","","136","Dadaad"
"","","137","Kangemi"
"","","138","Nyali Centre Corporate"
"","","139","Kabarnet"
"","","140","Westlands Corporate"
"","","141","Lavington Corporate"
"","","142","Taita Taveta"
"","","143","Awendo"
"","","144","Ruai"
"","","145","Kilimani"
"","","146","Nakuru Westside Mall"
"","","147","Kilimani Supreme"
"","","148","JKIA Cargo Centre"
"","","149","EPZ Athi River"
"","","150","Oyugis"
"","","151","Mayfair Supreme Centre"
"","","152","Juja"
"","","153","Iten"
"","","154","Nyali Supreme Centre"
"","","155","Thika Supreme Centre"
"","","156","Mombasa Supreme Centre"
"","","157","Kapsowar Sub-Branch"
"","","158","Kwale"
"","","159","Lamu"
"","","000","Equity Bank Head Office"
"","","001","Equity Bank Corporate"
"","","002","Equity Bank Fourways"
"","","003","Kangema"
"","","004","Karatina"
"","","005","Kiriaini"
"","","174","Ruaka"
"","","777","Equity Hapo Hapo"
"","","099","Lodwar"
"","","100","Mandera"
"","","101","Marsabit"
"","","102","Moyale"
"","","103","Wajir"
"","","104","Meru Makutano"
"","","105","Malaba Town"
"","","106","Kilifi"
"","","107","Kapenguria"
"","","108","Mombasa Road"
"","","109","Eldoret Market"
"","","110","Maralal"
"","","111","Kimende"
"","","112","Luanda"
"","","113","Ku Sub Branch"
"","","114","Kengeleni"
"","","115","Nyeri Kimathi Way"
"","","160","Kenyatta Avenue Supreme"
"","","161","KPA Sub-Branch Mombasa"
"","","162","Gigiri Supreme Centre"
"","","163","Karen Supreme Centre"
"","","164","Eldoret Supreme Centre"
"","","165","Kakuma"
"","","166","Archers Post"
"","","167","Mutomo"
"","","168","Kiserian Sub Branch"
"","","169","Dagoretti Corner"
"","","170","Kisumu Supreme Centre"
"","","171","Thika Makongeni"
"","","172","Kutus Sub - Branch"
"","","173","Kibwezi Sub - Branch"
"","","192","Kahawa West"
"","","194","Chaka"
"","","185","Isinya"
"","","187","Isibania"
"","","188","Kenyatta Market"
"","","189","Inland Container Depot (ICD) Embakasi"
"","","182","Kagwe Sub - Branch"
"","","181","Emali Branch"
"","","183","Rumuruti Branch"
"","","184","Sotik"
"","","186","Laare"
"Family Bank Ltd","70","030","Kangemi"
"","","010","JKIA"
"","","020","Kutus"
"","","070","Isiolo"
"","","000","Head Office"
"","","001","Kiambu"
"","","002","Githunguri"
"","","003","Sonalux"
"","","004","Gatundu"
"","","005","Thika"
"","","006","Muranga"
"","","007","Kangari"
"","","008","Kiria-ini"
"","","009","Kangema"
"","","011","Othaya"
"","","012","Kenyatta Avenue"
"","","014","Cargen House"
"","","015","Laptrust"
"","","016","City Hall Annex"
"","","017","Kasarani"
"","","018","Nakuru Finance House"
"","","019","Nakuru Market"
"","","021","Dagoretti"
"","","022","Kericho"
"","","023","Nyahururu"
"","","024","Ruiru"
"","","025","Kisumu Reliance"
"","","026","Nyamira"
"","","027","Kisii"
"","","028","Kisumu Al Imran"
"","","029","Narok"
"","","031","Industrial Area"
"","","032","Thika Makongeni"
"","","033","Donholm"
"","","034","Utawala"
"","","035","Fourways Retail Branch"
"","","036","Mlolongo"
"","","037","Olkalou"
"","","038","Ktda Plaza"
"","","039","Gateway Mall Nairobi"
"","","041","Kariobangi"
"","","042","Gikomba Area 42"
"","","043","Sokoni"
"","","044","Kahawa West"
"","","045","Githurai"
"","","046","Yaya"
"","","047","Limuru"
"","","066","Ongata Rongai"
"","","067","Kajiado"
"","","068","Fourways Corporate Branch"
"","","069","Ngara"
"","","071","Kitengela"
"","","072","Kitui"
"","","073","Mackakos"
"","","074","Migori"
"","","075","Embu"
"","","076","Mwea"
"","","077","Bungoma"
"","","078","Kakamega"
"","","079","Busia"
"","","081","Mumias"
"","","082","Eldoret West"
"","","083","Molo"
"","","084","Bomet"
"","","085","Eldoret"
"","","086","Maua"
"","","087","Litein"
"","","088","Wote"
"","","089","Bamburi"
"","","091","Ukunda"
"","","092","Digo"
"","","093","Kitale"
"","","094","Mtwapa"
"","","095","Mombasa Nkrumah Road"
"","","096","Mombasa Jomo Kenyatta Avenue"
"","","097","Kapsabet"
"","","098","Malindi"
"","","102","Kikuyu"
"","","048","Westlands"
"","","049","Kagwe"
"","","051","Banana"
"","","052","Ruaka"
"","","053","Naivasha"
"","","054","Chuka"
"","","055","Nyeri"
"","","056","Karatina"
"","","057","Kerugoya"
"","","058","Tom Mboya"
"","","059","River Road"
"","","061","Kayole"
"","","062","Nkubu"
"","","063","Meru"
"","","064","Nanyuki"
"","","065","Ktda Plaza Corporate"
"","","703","Stima Sacco Branch"
"","","099","Eastleigh Branch"
"","","101","Wangige -Kiambu"
"Gulf African Bank Ltd","72","019","Eldoret"
"","","020","Nakuru"
"","","000","Head Office"
"","","001","Central Clearing Centre"
"","","002","Upperhill"
"","","003","Eastleigh"
"","","004","Kenyatta Avenue"
"","","005","Mombasa"
"","","006","Garissa"
"","","007","Lamu"
"","","008","Malindi"
"","","009","Muthaiga"
"","","010","Bondeni"
"","","011","Eastleigh 7th Street"
"","","012","Eastleigh Athumani Kipanga Street"
"","","014","Industrial Area"
"","","015","Jomo Kenyatta Avenue"
"","","017","Mombasa Road"
"","","018","Annisaa Bondeni"
"Premier Bank Kenya Limited","74","001","Wabera Street"
"","","002","Eastleigh 1"
"","","003","Mombasa 1"
"","","004","Garissa"
"","","005","Eastleigh 2 - General Waruinge"
"","","006","Malindi"
"","","007","Kisumu"
"","","008","Kimathi Street"
"","","009","Westlands"
"","","010","South C"
"","","011","Industrial Area"
"","","012","Masalani"
"","","013","Habasweni"
"","","014","Wajir"
"","","015","Moyale"
"","","016","Nakuru"
"","","017","Imaara Building"
"","","018","Lunga Lunga"
"","","019","Isiolo"
"","","020","Mihrab"
"","","999","Head Office/clearing Center"
"DIB Bank Kenya Limited","75","004","Eastleigh"
"","","005","Bondeni"
"","","000","Head Office"
"","","006","Banda Street"
"","","003","Moi Avenue Mombasa"
"","","001","Upper Hill Branch"
"","","002","Sarit Branch"
"UBA Kenya Bank Ltd","76","005","Nakuru"
"","","004","Mombasa"
"","","003","Upper Hill"
"","","099","Head Office"
"","","001","Westlands"
"","","002","Enterprise Road"
"Kenya Women Microfinance Bank","78","001","Kakamega Branch"
"","","002","Eldoret Branch"
"","","003","Nyeri Branch"
"","","004","Mombasa Branch"
"","","005","River Rd Branch"
"","","006","Malindi Branch"
"","","007","Kericho Branch"
"","","008","Machakos Branch"
"","","009","Embu Branch"
"","","010","Kisii Branch"
"","","011","Nanyuki Branch"
"","","012","Migori Branch"
"","","013","Thika Branch"
"","","014","Kitale Branch"
"","","000","Head Office"
"","","023","Kitui"
"","","015","Nakuru Branch"
"","","016","Emali Branch"
"","","017","Voi Branch"
"","","018","Kisumu Branch"
"","","019","Meru Branch"
"","","020","Diani Branch"
"","","021","Upperhill Branch"
"","","022","Naivasha Branch"
"","","024","Busia Branch"
"","","027","Kariobangi Branch"
"","","028","Bungoma Branch"
"","","029","Bomet Branch"
"","","031","Kawangware Branch"
"","","032","Gikomba Branch"
"","","033","Kiambu Branch"
"","","034","Rongai Branch"
"","","041","Marsabit Branch"
"","","043","Lodwar Branch"
"Faulu Microfinance Bank Ltd","79","003","Kariobangi"
"","","004","Githurai"
"","","046","Kawangware"
"","","047","Kayole"
"","","048","Matuu"
"","","049","Mwea"
"","","050","Makutano"
"","","051","Mumias"
"","","052","Kiserian"
"","","053","Rongai"
"","","055","Migori"
"","","062","Kilifi"
"","","080","Kibera"
"","","084","Moi Avenue MSA"
"","","079","Kimathi St"
"","","005","Machakos"
"","","006","Ngong Road"
"","","002","OTC"
"","","007","Kiambu"
"","","008","Nakuru"
"","","009","Nyahururu"
"","","010","Molo"
"","","013","Naivasha"
"","","015","Eldoret"
"","","016","Bungoma"
"","","017","Kitale"
"","","018","Mois Bridge"
"","","019","Kisumu"
"","","020","Nyeri"
"","","021","Thika"
"","","022","Meru"
"","","025","Malindi"
"","","027","Kitengela"
"","","023","Embu"
"","","024","Mombasa Central"
"","","029","Narok"
"","","031","Kabarnet"
"","","032","Karatina"
"","","035","Muranga"
"","","036","Nanyuki"
"","","039","Maua"
"","","042","Litein"
"","","043","Kengeleni"
"","","083","Jevanjee"
"","","034","Kitui"
"","","033","Mwingi"
"","","041","Kakamega"
"","","011","Bomet"
"","","044","Changamwe"
"","","058","Ukunda"
"","","054","Bondo"
"","","086","Gikomba"
"","","056","Ugunja"
"","","065","Kapenguria"
"","","045","Voi"
"","","085","Homabay"
"","","074","Busia"
"","","060","Limuru"
"","","012","Kericho"
"Caritas Microfinance Bank Ltd","80","001","Head Office"
"","","002","Cardinal Otunga Plaza"
"","","003","Cardinal Otunga Annex"
"","","004","Kawangware"
"","","005","Donholm"
"","","006","Thika"
"","","007","Karuri"
"","","008","Karen"
"","","009","Nyeri"
